Date,Weekday,Time,Home Team,Away Team,Home Team Goals,Away Team Goals,Venue,Referee
2017-11-04,Sat,15:00 ,Dukla Prague,Karviná,3,2,Stadion Juliska,Ondřej Pechanec
2017-11-04,Sat,15:00 ,Vysočina Jihlava,Slovan Liberec,3,1,Stadion v Jiráskově ulici,Emanuel Marek
2017-11-04,Sat,18:00 ,Bohemians 1905,Sigma Olomouc,1,1,Stadion Ďolíček,Paval Julínek
2017-11-05,Sun,14:00 ,Jablonec,Zbrojovka Brno,1,0,Stadion Střelnice,Pavel Orel
2017-11-05,Sun,16:00 ,Fastav Zlín,Sparta Prague,2,2,Stadion Letná,Zbyněk Proske
2017-11-05,Sun,18:00 ,Viktoria Plzeň,Slavia Prague,1,0,Doosan Arena,Radek Příhoda
2017-11-17,Fri,15:00 ,Sparta Prague,Vysočina Jihlava,1,0,Generali Arena,Miroslav Zelinka
2017-11-18,Sat,16:00 ,Zbrojovka Brno,Teplice,1,0,Městský fotbalový stadion Srbská,Jan Jilek
2017-11-18,Sat,16:00 ,Sigma Olomouc,Fastav Zlín,2,0,Andrův stadion,Petr Ardeleánu
2017-11-18,Sat,16:00 ,Slovan Liberec,Baník Ostrava,2,1,Stadion u Nisy,Paval Julínek
2017-11-18,Sat,18:00 ,Slavia Prague,Dukla Prague,5,0,Sinobo Stadium,Pavel Královec
2017-11-18,Sat,20:00 ,Slovácko,Viktoria Plzeň,1,4,Městský fotbalový stadion Miroslava Vale...,Pavel Franek
2017-11-19,Sun,15:00 ,Karviná,Jablonec,2,1,Městský stadion,Martin Nenadál
2017-11-19,Sun,15:00 ,Mladá Boleslav,Bohemians 1905,1,2,Adidas Aréna,Pavel Orel
2017-11-24,Fri,17:30 ,Dukla Prague,Mladá Boleslav,4,1,Stadion Juliska,Paval Julínek
2017-11-24,Fri,18:00 ,Vysočina Jihlava,Zbrojovka Brno,0,2,Stadion v Jiráskově ulici,Ondřej Berka
2017-11-24,Fri,20:15 ,Bohemians 1905,Slovan Liberec,0,0,Stadion Ďolíček,Jan Jilek
2017-11-25,Sat,18:30 ,Baník Ostrava,Karviná,2,1,Bazaly,Petr Ardeleánu
2017-11-26,Sun,18:00 ,Sigma Olomouc,Sparta Prague,1,0,Andrův stadion,Pavel Královec
2017-11-27,Mon,17:30 ,Jablonec,Slavia Prague,1,1,Stadion Střelnice,Emanuel Marek
2017-11-27,Mon,17:30 ,Fastav Zlín,Slovácko,2,1,Stadion Letná,Radek Příhoda
2017-12-01,Fri,19:30 ,Slavia Prague,Baník Ostrava,2,1,Sinobo Stadium,Jan Jilek
2017-12-02,Sat,15:00 ,Karviná,Bohemians 1905,1,0,Městský stadion,Pavel Franek
2017-12-02,Sat,15:00 ,Zbrojovka Brno,Fastav Zlín,1,1,Městský fotbalový stadion Srbská,Ondřej Pechanec
2017-12-02,Sat,15:00 ,Slovácko,Vysočina Jihlava,2,1,Městský fotbalový stadion Miroslava Vale...,Zbyněk Proske
2017-12-02,Sat,15:00 ,Slovan Liberec,Sigma Olomouc,1,0,Stadion u Nisy,Pavel Orel
2017-12-02,Sat,19:00 ,Viktoria Plzeň,Jablonec,2,0,Doosan Arena,Pavel Královec
2017-12-03,Sun,18:00 ,Sparta Prague,Mladá Boleslav,3,0,Generali Arena,Karel Hrubes
2018-02-17,Sat,15:00 ,Baník Ostrava,Slovácko,1,2,Bazaly,Karel Hrubes
2018-02-17,Sat,15:00 ,Mladá Boleslav,Karviná,0,1,Adidas Aréna,Paval Julínek
2018-02-17,Sat,15:00 ,Fastav Zlín,Dukla Prague,1,1,Stadion Letná,Radek Příhoda
2018-02-17,Sat,16:30 ,Vysočina Jihlava,Slavia Prague,1,0,Stadion v Jiráskově ulici,Ondřej Pechanec
2018-02-17,Sat,18:30 ,Bohemians 1905,Zbrojovka Brno,1,0,Stadion Ďolíček,Pavel Franek
2018-02-18,Sun,16:00 ,Sigma Olomouc,Viktoria Plzeň,0,0,Andrův stadion,Miroslav Zelinka
2018-02-18,Sun,18:00 ,Sparta Prague,Slovan Liberec,2,0,Generali Arena,Petr Ardeleánu
2018-02-23,Fri,18:00 ,Dukla Prague,Jablonec,0,1,Stadion Juliska,Miroslav Zelinka
2018-02-24,Sat,15:00 ,Slovan Liberec,Mladá Boleslav,1,0,Stadion u Nisy,Martin Nenadál
2018-02-24,Sat,15:00 ,Zbrojovka Brno,Sigma Olomouc,1,0,Městský fotbalový stadion Srbská,Petr Ardeleánu
2018-02-24,Sat,16:30 ,Slovácko,Sparta Prague,1,1,Městský fotbalový stadion Miroslava Vale...,Radek Příhoda
2018-02-25,Sun,15:00 ,Karviná,Fastav Zlín,4,0,Městský stadion,J. Machálek
2018-02-25,Sun,18:00 ,Slavia Prague,Bohemians 1905,1,0,Sinobo Stadium,Zbyněk Proske
2018-02-26,Mon,17:00 ,Viktoria Plzeň,Vysočina Jihlava,0,1,Doosan Arena,Patricio Polic
2018-03-02,Fri,20:15 ,Bohemians 1905,Dukla Prague,2,0,Stadion Ďolíček,Ondřej Berka
2018-03-03,Sat,15:00 ,Slovan Liberec,Karviná,2,2,Stadion u Nisy,Karel Hrubes
2018-03-03,Sat,15:00 ,Sigma Olomouc,Slovácko,1,0,Andrův stadion,Zbyněk Proske
2018-03-03,Sat,15:00 ,Fastav Zlín,Jablonec,0,4,Stadion Letná,Milan Matejcek
2018-03-03,Sat,15:00 ,Vysočina Jihlava,Teplice,3,1,Stadion v Jiráskově ulici,Jiří Houdek
2018-03-03,Sat,18:00 ,Mladá Boleslav,Slavia Prague,0,3,Adidas Aréna,Petr Ardeleánu
2018-03-04,Sun,18:00 ,Sparta Prague,Zbrojovka Brno,1,1,Generali Arena,Ondřej Pechanec
2018-03-09,Fri,18:00 ,Dukla Prague,Vysočina Jihlava,1,3,Stadion Juliska,J. Machálek
2018-03-10,Sat,15:00 ,Zbrojovka Brno,Mladá Boleslav,0,3,Městský fotbalový stadion Srbská,Jiří Houdek
2018-03-10,Sat,15:00 ,Karviná,Sparta Prague,1,1,Městský stadion,Pavel Franek
2018-03-10,Sat,15:00 ,Slovácko,Bohemians 1905,1,0,Městský fotbalový stadion Miroslava Vale...,Miroslav Zelinka
2018-03-11,Sun,15:00 ,Jablonec,Baník Ostrava,2,0,Stadion Střelnice,Paval Julínek
2018-03-11,Sun,15:00 ,Slavia Prague,Sigma Olomouc,3,1,Sinobo Stadium,Pavel Orel
2018-03-11,Sun,17:15 ,Viktoria Plzeň,Slovan Liberec,2,2,Doosan Arena,Emanuel Marek
2018-03-16,Fri,20:15 ,Slovan Liberec,Zbrojovka Brno,2,0,Stadion u Nisy,Milan Matejcek
2018-03-17,Sat,15:00 ,Vysočina Jihlava,Jablonec,0,4,Stadion v Jiráskově ulici,Zbyněk Proske
2018-03-17,Sat,15:00 ,Mladá Boleslav,Slovácko,1,1,Adidas Aréna,Pavel Orel
2018-03-17,Sat,15:00 ,Baník Ostrava,Dukla Prague,1,2,Bazaly,Martin Nenadál
2018-03-17,Sat,17:30 ,Sparta Prague,Slavia Prague,3,3,Generali Arena,Pavel Královec
2018-03-17,Sat,20:00 ,Sigma Olomouc,Karviná,1,1,Andrův stadion,Paval Julínek
2018-03-18,Sun,17:00 ,Fastav Zlín,Viktoria Plzeň,0,1,Stadion Letná,Pavel Franek
2018-03-30,Fri,18:00 ,Dukla Prague,Sigma Olomouc,2,3,Stadion Juliska,Pavel Franek
2018-03-30,Fri,20:15 ,Baník Ostrava,Vysočina Jihlava,3,1,Městský stadion - Vítkovice Aréna,Radek Příhoda
2018-03-31,Sat,15:00 ,Slovácko,Slovan Liberec,0,1,Městský fotbalový stadion Miroslava Vale...,Ondřej Pechanec
2018-03-31,Sat,15:00 ,Zbrojovka Brno,Karviná,0,0,Městský fotbalový stadion Srbská,Ondřej Berka
2018-03-31,Sat,15:00 ,Jablonec,Bohemians 1905,2,1,Stadion Střelnice,J. Machálek
2018-03-31,Sat,20:15 ,Viktoria Plzeň,Mladá Boleslav,1,2,Doosan Arena,Miroslav Zelinka
2018-04-01,Sun,18:00 ,Slavia Prague,Fastav Zlín,1,2,Sinobo Stadium,Karel Hrubes
2018-04-04,Wed,18:00 ,Baník Ostrava,Viktoria Plzeň,0,0,Městský stadion - Vítkovice Aréna,Martin Nenadál
2018-04-07,Sat,13:00 ,Zbrojovka Brno,Slavia Prague,0,1,Městský fotbalový stadion Srbská,Zbyněk Proske
2018-04-07,Sat,15:00 ,Sparta Prague,Dukla Prague,3,0,Generali Arena,Paval Julínek
2018-04-07,Sat,17:00 ,Fastav Zlín,Baník Ostrava,0,2,Stadion Letná,Petr Ardeleánu
2018-04-07,Sat,17:00 ,Mladá Boleslav,Jablonec,1,1,Adidas Aréna,Ondřej Berka
2018-04-07,Sat,17:00 ,Sigma Olomouc,Vysočina Jihlava,1,1,Andrův stadion,Jiří Houdek
2018-04-08,Sun,16:00 ,Karviná,Slovácko,0,0,Městský stadion,Radek Příhoda
2018-04-08,Sun,18:00 ,Bohemians 1905,Viktoria Plzeň,5,2,Stadion Ďolíček,Karel Hrubes
2018-04-13,Fri,18:00 ,Slavia Prague,Karviná,3,2,Sinobo Stadium,Miroslav Zelinka
2018-04-13,Fri,18:00 ,Vysočina Jihlava,Fastav Zlín,1,1,Stadion v Jiráskově ulici,Paval Julínek
2018-04-14,Sat,16:00 ,Jablonec,Sigma Olomouc,0,0,Stadion Střelnice,Pavel Orel
2018-04-14,Sat,16:30 ,Baník Ostrava,Bohemians 1905,2,0,Městský stadion - Vítkovice Aréna,Pavel Královec
2018-04-14,Sat,17:00 ,Slovácko,Zbrojovka Brno,1,0,Městský fotbalový stadion Miroslava Vale...,Petr Ardeleánu
2018-04-14,Sat,18:00 ,Dukla Prague,Slovan Liberec,2,0,Stadion Juliska,Karel Hrubes
2018-04-15,Sun,18:00 ,Viktoria Plzeň,Sparta Prague,2,2,Doosan Arena,Zbyněk Proske
2018-04-20,Fri,20:15 ,Sparta Prague,Jablonec,2,0,Generali Arena,Karel Hrubes
2018-04-21,Sat,15:00 ,Sigma Olomouc,Baník Ostrava,1,0,Andrův stadion,Miroslav Zelinka
2018-04-21,Sat,17:00 ,Bohemians 1905,Vysočina Jihlava,1,1,Stadion Ďolíček,Zbyněk Proske
2018-04-21,Sat,17:00 ,Slovácko,Dukla Prague,2,0,Městský fotbalový stadion Miroslava Vale...,Pavel Královec
2018-04-21,Sat,18:00 ,Mladá Boleslav,Fastav Zlín,0,1,Adidas Aréna,Ondřej Lerch
2018-04-21,Sat,20:15 ,Zbrojovka Brno,Viktoria Plzeň,1,3,Městský fotbalový stadion Srbská,Pavel Orel
2018-04-22,Sun,18:00 ,Slovan Liberec,Slavia Prague,0,0,Stadion u Nisy,Radek Příhoda
2018-04-27,Fri,18:00 ,Vysočina Jihlava,Mladá Boleslav,0,0,Stadion v Jiráskově ulici,Petr Ardeleánu
2018-04-27,Fri,18:00 ,Dukla Prague,Zbrojovka Brno,2,1,Stadion Juliska,Radek Příhoda
2018-04-28,Sat,15:00 ,Baník Ostrava,Sparta Prague,3,2,Městský stadion - Vítkovice Aréna,Emanuel Marek
2018-04-28,Sat,20:15 ,Viktoria Plzeň,Karviná,2,0,Doosan Arena,Ondřej Berka
2018-04-29,Sun,15:00 ,Slavia Prague,Slovácko,0,0,Sinobo Stadium,Paval Julínek
2018-04-29,Sun,17:00 ,Fastav Zlín,Bohemians 1905,1,1,Stadion Letná,Ondřej Pechanec
2018-04-29,Sun,18:30 ,Jablonec,Slovan Liberec,2,0,Stadion Střelnice,Miroslav Zelinka
2018-05-04,Fri,19:15 ,Sparta Prague,Fastav Zlín,2,1,Generali Arena,Martin Nenadál
2018-05-05,Sat,16:00 ,Karviná,Dukla Prague,1,3,Městský stadion,Paval Julínek
2018-05-05,Sat,16:00 ,Slovan Liberec,Vysočina Jihlava,1,3,Stadion u Nisy,Jiří Houdek
2018-05-05,Sat,16:00 ,Mladá Boleslav,Baník Ostrava,0,0,Adidas Aréna,Radek Příhoda
2018-05-05,Sat,16:00 ,Zbrojovka Brno,Jablonec,0,3,Městský fotbalový stadion Srbská,Pavel Královec
2018-05-05,Sat,16:15 ,Sigma Olomouc,Bohemians 1905,1,1,Andrův stadion,Petr Ardeleánu
2018-05-05,Sat,18:30 ,Slavia Prague,Viktoria Plzeň,2,0,Sinobo Stadium,Pavel Franek
2018-05-11,Fri,17:30 ,Vysočina Jihlava,Sparta Prague,0,1,Stadion v Jiráskově ulici,Ondřej Berka
2018-05-12,Sat,16:15 ,Baník Ostrava,Slovan Liberec,1,1,Městský stadion - Vítkovice Aréna,Pavel Franek
2018-05-12,Sat,18:00 ,Fastav Zlín,Sigma Olomouc,1,4,Stadion Letná,Pavel Královec
2018-05-12,Sat,18:30 ,Viktoria Plzeň,Slovácko,1,1,Doosan Arena,Radek Příhoda
2018-05-13,Sun,17:00 ,Teplice,Zbrojovka Brno,1,4,Na Stínadlech,Ondřej Lerch
2018-05-13,Sun,17:00 ,Bohemians 1905,Mladá Boleslav,1,3,Stadion Ďolíček,Pavel Orel
2018-05-13,Sun,18:00 ,Jablonec,Karviná,2,1,Stadion Střelnice,Ondřej Pechanec
2018-05-14,Mon,18:00 ,Dukla Prague,Slavia Prague,0,2,Stadion Juliska,Petr Ardeleánu
2018-05-19,Sat,16:00 ,Karviná,Baník Ostrava,0,0,Městský stadion,Karel Hrubes
2018-05-19,Sat,16:00 ,Slavia Prague,Jablonec,1,3,Sinobo Stadium,Pavel Královec
2018-05-19,Sat,16:00 ,Zbrojovka Brno,Vysočina Jihlava,0,0,Městský fotbalový stadion Srbská,Pavel Franek
2018-05-19,Sat,16:00 ,Slovácko,Fastav Zlín,1,1,Městský fotbalový stadion Miroslava Vale...,Emanuel Marek
2018-05-19,Sat,16:00 ,Slovan Liberec,Bohemians 1905,1,0,Stadion u Nisy,Radek Dubravsky
2018-05-19,Sat,16:00 ,Mladá Boleslav,Dukla Prague,1,0,Adidas Aréna,Ondřej Ginzel
2018-05-19,Sat,16:00 ,Sparta Prague,Sigma Olomouc,1,0,Generali Arena,Radek Příhoda
2018-05-26,Sat,16:00 ,Sigma Olomouc,Mladá Boleslav,3,0,Andrův stadion,Jiří Houdek
2018-05-26,Sat,16:00 ,Jablonec,Slovácko,2,0,Stadion Střelnice,Petr Ardeleánu
2018-05-26,Sat,16:00 ,Bohemians 1905,Sparta Prague,0,0,Stadion Ďolíček,Pavel Franek
2018-05-26,Sat,16:00 ,Baník Ostrava,Zbrojovka Brno,2,0,Městský stadion - Vítkovice Aréna,Pavel Královec
2018-05-26,Sat,16:00 ,Vysočina Jihlava,Karviná,0,2,Stadion v Jiráskově ulici,Radek Příhoda
2018-05-26,Sat,16:00 ,Fastav Zlín,Slovan Liberec,3,1,Stadion Letná,Jan Mikyska
2018-05-26,Sat,16:00 ,Dukla Prague,Viktoria Plzeň,1,5,Stadion Juliska,Radek Dubravsky
2018-07-20,Fri,18:30 ,Dukla Prague,Viktoria Plzeň,1,3,Stadion Juliska,Pavel Franek
2018-07-21,Sat,17:00 ,Příbram,Teplice,1,1,Energon Aréna,Radek Příhoda
2018-07-21,Sat,17:00 ,Fastav Zlín,Mladá Boleslav,3,2,Stadion Letná,Zbyněk Proske
2018-07-21,Sat,17:00 ,Slovan Liberec,Karviná,1,0,Stadion u Nisy,Paval Julínek
2018-07-21,Sat,19:00 ,Sparta Prague,Opava,2,0,Generali Arena,Pavel Královec
2018-07-22,Sun,15:00 ,Bohemians 1905,Slovácko,2,1,Stadion Ďolíček,Petr Ardeleánu
2018-07-22,Sun,18:00 ,Sigma Olomouc,Slavia Prague,0,3,Andrův stadion,Miroslav Zelinka
2018-07-23,Mon,18:00 ,Baník Ostrava,Jablonec,1,0,Městský stadion - Vítkovice Aréna,Karel Hrubes
2018-07-27,Fri,18:30 ,Mladá Boleslav,Sigma Olomouc,0,4,Adidas Aréna,Pavel Orel
2018-07-28,Sat,17:00 ,Opava,Fastav Zlín,1,2,Městský fotbalový stadion Srbská,Paval Julínek
2018-07-28,Sat,17:00 ,Slovácko,Baník Ostrava,2,1,Městský fotbalový stadion Miroslava Vale...,Ondřej Berka
2018-07-28,Sat,17:00 ,Příbram,Bohemians 1905,4,2,Energon Aréna,Pavel Královec
2018-07-28,Sat,19:00 ,Slavia Prague,Karviná,4,0,Sinobo Stadium,Petr Ardeleánu
2018-07-29,Sun,15:00 ,Teplice,Dukla Prague,5,2,Na Stínadlech,Martin Nenadál
2018-07-29,Sun,18:00 ,Jablonec,Sparta Prague,1,2,Stadion Střelnice,Radek Příhoda
2018-07-30,Mon,18:00 ,Viktoria Plzeň,Slovan Liberec,1,0,Doosan Arena,Karel Hrubes
2018-08-03,Fri,18:30 ,Slavia Prague,Opava,3,1,Sinobo Stadium,Jiří Houdek
2018-08-04,Sat,17:00 ,Baník Ostrava,Příbram,3,0,Městský stadion - Vítkovice Aréna,Petr Ardeleánu
2018-08-04,Sat,17:00 ,Fastav Zlín,Jablonec,1,1,Stadion Letná,Pavel Orel
2018-08-04,Sat,17:00 ,Slovan Liberec,Teplice,2,2,Stadion u Nisy,Ondřej Pechanec
2018-08-04,Sat,19:00 ,Sigma Olomouc,Viktoria Plzeň,0,1,Andrův stadion,Ondřej Berka
2018-08-05,Sun,15:00 ,Karviná,Mladá Boleslav,3,4,Městský stadion,Emanuel Marek
2018-08-05,Sun,18:00 ,Sparta Prague,Slovácko,1,0,Generali Arena,Zbyněk Proske
2018-08-06,Mon,18:00 ,Dukla Prague,Bohemians 1905,0,1,Stadion Juliska,Miroslav Zelinka
2018-08-10,Fri,18:30 ,Mladá Boleslav,Slavia Prague,0,1,Adidas Aréna,Paval Julínek
2018-08-11,Sat,17:00 ,Opava,Slovan Liberec,1,1,Městský fotbalový stadion Srbská,Ondřej Lerch
2018-08-11,Sat,17:00 ,Příbram,Dukla Prague,4,0,Energon Aréna,Jiří Houdek
2018-08-11,Sat,17:00 ,Jablonec,Karviná,4,1,Stadion Střelnice,Martin Nenadál
2018-08-11,Sat,19:00 ,Viktoria Plzeň,Fastav Zlín,1,0,Doosan Arena,Miroslav Zelinka
2018-08-12,Sun,15:00 ,Slovácko,Sigma Olomouc,3,1,Městský fotbalový stadion Miroslava Vale...,Pavel Královec
2018-08-12,Sun,18:00 ,Teplice,Sparta Prague,0,4,Na Stínadlech,Karel Hrubes
2018-08-13,Mon,18:00 ,Bohemians 1905,Baník Ostrava,0,1,Stadion Ďolíček,Pavel Franek
2018-08-17,Fri,18:30 ,Dukla Prague,Slovácko,1,2,Stadion Juliska,Jan Jilek
2018-08-18,Sat,17:00 ,Slovan Liberec,Bohemians 1905,1,1,Stadion u Nisy,Zbyněk Proske
2018-08-18,Sat,17:00 ,Fastav Zlín,Teplice,1,0,Stadion Letná,Pavel Královec
2018-08-18,Sat,17:00 ,Mladá Boleslav,Opava,6,1,Adidas Aréna,Petr Ardeleánu
2018-08-18,Sat,19:00 ,Slavia Prague,Jablonec,0,2,Sinobo Stadium,Ondřej Berka
2018-08-19,Sun,15:00 ,Karviná,Viktoria Plzeň,0,1,Městský stadion,Pavel Orel
2018-08-19,Sun,18:00 ,Sparta Prague,Příbram,2,2,Generali Arena,Pavel Franek
2018-08-20,Mon,18:00 ,Sigma Olomouc,Baník Ostrava,1,4,Andrův stadion,Ondřej Pechanec
2018-08-24,Fri,18:30 ,Bohemians 1905,Sparta Prague,1,1,Stadion Ďolíček,Ondřej Berka
2018-08-25,Sat,17:00 ,Příbram,Slovan Liberec,1,3,Energon Aréna,Martin Nenadál
2018-08-25,Sat,17:00 ,Baník Ostrava,Dukla Prague,2,0,Městský stadion - Vítkovice Aréna,J. Machálek
2018-08-25,Sat,17:00 ,Opava,Karviná,1,3,Městský fotbalový stadion Srbská,Miroslav Zelinka
2018-08-25,Sat,19:00 ,Teplice,Slavia Prague,0,3,Na Stínadlech,Zbyněk Proske
2018-08-26,Sun,15:00 ,Viktoria Plzeň,Mladá Boleslav,6,1,Doosan Arena,Radek Příhoda
2018-08-26,Sun,18:00 ,Jablonec,Sigma Olomouc,3,0,Stadion Střelnice,Jan Jilek
2018-08-27,Mon,18:00 ,Slovácko,Fastav Zlín,0,4,Městský fotbalový stadion Miroslava Vale...,Ondřej Pechanec
2018-08-31,Fri,18:30 ,Sparta Prague,Dukla Prague,2,0,Generali Arena,Ondřej Pechanec
2018-09-01,Sat,15:00 ,Slovan Liberec,Baník Ostrava,0,0,Stadion u Nisy,Emanuel Marek
2018-09-01,Sat,17:00 ,Fastav Zlín,Příbram,3,0,Stadion Letná,Karel Hrubes
2018-09-01,Sat,17:00 ,Mladá Boleslav,Teplice,1,1,Adidas Aréna,Jiří Houdek
2018-09-01,Sat,17:00 ,Opava,Jablonec,2,0,Městský fotbalový stadion Srbská,Milan Matejcek
2018-09-01,Sat,19:00 ,Slavia Prague,Viktoria Plzeň,4,0,Sinobo Stadium,Petr Ardeleánu
2018-09-02,Sun,15:00 ,Karviná,Slovácko,2,1,Městský stadion,Pavel Franek
2018-09-02,Sun,18:00 ,Sigma Olomouc,Bohemians 1905,2,3,Andrův stadion,Paval Julínek
2018-09-14,Fri,18:00 ,Bohemians 1905,Fastav Zlín,0,1,Stadion Ďolíček,Zbyněk Proske
2018-09-15,Sat,17:00 ,Příbram,Sigma Olomouc,1,0,Energon Aréna,Milan Matejcek
2018-09-15,Sat,19:00 ,Viktoria Plzeň,Opava,1,0,Doosan Arena,Ondřej Berka
2018-09-16,Sun,15:00 ,Jablonec,Mladá Boleslav,0,3,Stadion Střelnice,Paval Julínek
2018-09-16,Sun,15:00 ,Teplice,Karviná,2,1,Na Stínadlech,Ondřej Ginzel
2018-09-16,Sun,15:00 ,Dukla Prague,Slovan Liberec,2,0,Stadion Juliska,Pavel Franek
2018-09-16,Sun,18:00 ,Slovácko,Slavia Prague,1,3,Městský fotbalový stadion Miroslava Vale...,Miroslav Zelinka
2018-09-17,Mon,18:00 ,Baník Ostrava,Sparta Prague,0,1,Městský stadion - Vítkovice Aréna,Pavel Královec
2018-09-21,Fri,18:00 ,Fastav Zlín,Baník Ostrava,1,2,Stadion Letná,Paval Julínek
2018-09-22,Sat,15:00 ,Sigma Olomouc,Dukla Prague,1,0,Andrův stadion,Pavel Orel
2018-09-22,Sat,17:00 ,Mladá Boleslav,Slovácko,5,1,Adidas Aréna,Ondřej Lerch
2018-09-22,Sat,17:00 ,Karviná,Příbram,4,1,Městský stadion,Emanuel Marek
2018-09-22,Sat,17:00 ,Opava,Teplice,2,0,Stadion v Městských sadech,Jan Jilek
2018-09-22,Sat,19:00 ,Sparta Prague,Slovan Liberec,4,1,Generali Arena,Petr Ardeleánu
2018-09-23,Sun,18:00 ,Slavia Prague,Bohemians 1905,1,0,Sinobo Stadium,Ondřej Pechanec
2018-09-24,Mon,18:00 ,Jablonec,Viktoria Plzeň,3,0,Stadion Střelnice,Pavel Franek
2018-09-28,Fri,17:00 ,Bohemians 1905,Karviná,0,0,Stadion Ďolíček,Pavel Královec
2018-09-28,Fri,19:00 ,Viktoria Plzeň,Sparta Prague,1,0,Doosan Arena,Paval Julínek
2018-09-29,Sat,15:00 ,Dukla Prague,Fastav Zlín,1,1,Stadion Juliska,Ondřej Lerch
2018-09-29,Sat,17:00 ,Slovácko,Opava,0,2,Městský fotbalový stadion Miroslava Vale...,Martin Nenadál
2018-09-29,Sat,17:00 ,Příbram,Mladá Boleslav,3,0,Energon Aréna,Jan Jilek
2018-09-29,Sat,19:00 ,Slovan Liberec,Sigma Olomouc,3,0,Stadion u Nisy,Zbyněk Proske
2018-09-30,Sun,15:00 ,Baník Ostrava,Slavia Prague,2,1,Městský stadion - Vítkovice Aréna,Ondřej Berka
2018-09-30,Sun,18:00 ,Teplice,Jablonec,1,2,Na Stínadlech,Miroslav Zelinka
2018-10-05,Fri,18:00 ,Fastav Zlín,Slovan Liberec,0,1,Stadion Letná,Jiří Houdek
2018-10-06,Sat,17:00 ,Mladá Boleslav,Baník Ostrava,2,2,Adidas Aréna,Miroslav Zelinka
2018-10-06,Sat,19:00 ,Sigma Olomouc,Sparta Prague,1,0,Andrův stadion,Pavel Franek
2018-10-07,Sun,15:00 ,Jablonec,Slovácko,2,0,Stadion Střelnice,Ondřej Lerch
2018-10-07,Sun,15:00 ,Viktoria Plzeň,Teplice,1,0,Doosan Arena,Karel Hrubes
2018-10-07,Sun,15:00 ,Opava,Bohemians 1905,0,1,Stadion v Městských sadech,Pavel Orel
2018-10-07,Sun,15:00 ,Karviná,Dukla Prague,0,2,Městský stadion,Petr Ardeleánu
2018-10-07,Sun,18:00 ,Slavia Prague,Příbram,4,1,Sinobo Stadium,Pavel Královec
2018-10-19,Fri,18:00 ,Bohemians 1905,Viktoria Plzeň,2,2,Stadion Ďolíček,Ondřej Pechanec
2018-10-20,Sat,15:00 ,Sigma Olomouc,Fastav Zlín,1,1,Andrův stadion,Pavel Rejžek
2018-10-20,Sat,17:00 ,Baník Ostrava,Karviná,1,1,Městský stadion - Vítkovice Aréna,Pavel Franek
2018-10-20,Sat,17:00 ,Slovácko,Teplice,0,2,Městský fotbalový stadion Miroslava Vale...,J. Machálek
2018-10-20,Sat,17:00 ,Příbram,Jablonec,0,6,Energon Aréna,Petr Ardeleánu
2018-10-21,Sun,15:00 ,Dukla Prague,Opava,1,0,Stadion Juliska,Pavel Královec
2018-10-21,Sun,17:00 ,Slovan Liberec,Slavia Prague,0,1,Stadion u Nisy,Radek Příhoda
2018-10-22,Mon,18:00 ,Sparta Prague,Mladá Boleslav,4,1,Generali Arena,Pavel Orel
2018-10-26,Fri,18:00 ,Teplice,Baník Ostrava,0,1,Na Stínadlech,Ondřej Pechanec
2018-10-27,Sat,15:00 ,Opava,Příbram,5,0,Stadion v Městských sadech,Paval Julínek
2018-10-27,Sat,15:00 ,Mladá Boleslav,Bohemians 1905,3,0,Adidas Aréna,Pavel Franek
2018-10-27,Sat,15:00 ,Karviná,Sigma Olomouc,2,3,Městský stadion,Ondřej Berka
2018-10-27,Sat,17:00 ,Fastav Zlín,Sparta Prague,1,0,Stadion Letná,Zbyněk Proske
2018-10-28,Sun,15:00 ,Viktoria Plzeň,Slovácko,2,1,Doosan Arena,Emanuel Marek
2018-10-28,Sun,17:00 ,Jablonec,Slovan Liberec,0,0,Stadion Střelnice,Jan Jilek
2018-10-29,Mon,18:00 ,Slavia Prague,Dukla Prague,4,1,Sinobo Stadium,Miroslav Zelinka
2018-11-02,Fri,18:00 ,Bohemians 1905,Teplice,2,3,Stadion Ďolíček,Ondřej Lerch
2018-11-03,Sat,15:00 ,Baník Ostrava,Viktoria Plzeň,0,1,Městský stadion - Vítkovice Aréna,Zbyněk Proske
2018-11-03,Sat,17:00 ,Fastav Zlín,Karviná,2,1,Stadion Letná,Pavel Královec
2018-11-03,Sat,17:00 ,Příbram,Slovácko,0,3,Energon Aréna,Jiří Houdek
2018-11-03,Sat,17:00 ,Dukla Prague,Jablonec,2,6,Stadion Juliska,Martin Nenadál
2018-11-03,Sat,17:00 ,Sigma Olomouc,Opava,2,2,Andrův stadion,Radek Příhoda
2018-11-04,Sun,17:00 ,Sparta Prague,Slavia Prague,2,2,Generali Arena,Petr Ardeleánu
2018-11-05,Mon,18:00 ,Slovan Liberec,Mladá Boleslav,1,0,Stadion u Nisy,Karel Hrubes
2018-11-09,Fri,18:00 ,Mladá Boleslav,Dukla Prague,0,0,Adidas Aréna,Ondřej Berka
2018-11-10,Sat,14:00 ,Karviná,Sparta Prague,1,3,Městský stadion,Paval Julínek
2018-11-10,Sat,17:00 ,Slovácko,Slovan Liberec,0,1,Městský fotbalový stadion Miroslava Vale...,Pavel Rejžek
2018-11-11,Sun,14:00 ,Opava,Baník Ostrava,2,1,Stadion v Městských sadech,Petr Ardeleánu
