Game Week,Weekday,Date,Time,Home Team,Score,Away Team,Attendance,Venue,Referee,Match Report,Notes
17,Sun,2018-02-18,16:00 ,Sigma Olomouc,0–0,Viktoria Plzeň,"6,867",Andrův stadion,Miroslav Zelinka,Match Report,
17,Sun,2018-02-18,18:00 ,Sparta Prague,2–0,Slovan Liberec,"13,811",Generali Arena,Petr Ardeleánu,Match Report,
,,,,,,,,,,,
18,Fri,2018-02-23,18:00 ,Dukla Prague,0–1,Jablonec,827,Stadion Juliska,Miroslav Zelinka,Match Report,
18,Sat,2018-02-24,15:00 ,Slovan Liberec,1–0,Mladá Boleslav,"2,492",Stadion u Nisy,Martin Nenadál,Match Report,
18,Sat,2018-02-24,15:00 ,Zbrojovka Brno,1–0,Sigma Olomouc,"3,492",Městský fotbalový stadion Srbská,Petr Ardeleánu,Match Report,
18,Sat,2018-02-24,16:30 ,Slovácko,1–1,Sparta Prague,"4,820",Městský fotbalový stadion Miroslava Vale...,Radek Příhoda,Match Report,
18,Sun,2018-02-25,15:00 ,Karviná,4–0,Fastav Zlín,"2,245",Městský stadion,J. Machálek,Match Report,
18,Sun,2018-02-25,18:00 ,Slavia Prague,1–0,Bohemians 1905,"9,648",Sinobo Stadium,Zbyněk Proske,Match Report,
18,Mon,2018-02-26,17:00 ,Viktoria Plzeň,0–1,Vysočina Jihlava,"4,138",Doosan Arena,Patricio Polic,Match Report,
,,,,,,,,,,,
19,Fri,2018-03-02,20:15 ,Bohemians 1905,2–0,Dukla Prague,"1,905",Stadion Ďolíček,Ondřej Berka,Match Report,
19,Sat,2018-03-03,15:00 ,Slovan Liberec,2–2,Karviná,"2,446",Stadion u Nisy,Karel Hrubes,Match Report,
19,Sat,2018-03-03,15:00 ,Sigma Olomouc,1–0,Slovácko,"3,087",Andrův stadion,Zbyněk Proske,Match Report,
19,Sat,2018-03-03,15:00 ,Fastav Zlín,0–4,Jablonec,"2,102",Stadion Letná,Milan Matejcek,Match Report,
19,Sat,2018-03-03,15:00 ,Vysočina Jihlava,3–1,Teplice,"2,159",Stadion v Jiráskově ulici,Jiří Houdek,Match Report,
19,Sat,2018-03-03,18:00 ,Mladá Boleslav,0–3,Slavia Prague,"3,202",Adidas Aréna,Petr Ardeleánu,Match Report,
19,Sun,2018-03-04,18:00 ,Sparta Prague,1–1,Zbrojovka Brno,"7,513",Generali Arena,Ondřej Pechanec,Match Report,
,,,,,,,,,,,
20,Fri,2018-03-09,18:00 ,Dukla Prague,1–3,Vysočina Jihlava,"1,154",Stadion Juliska,J. Machálek,Match Report,
20,Sat,2018-03-10,15:00 ,Zbrojovka Brno,0–3,Mladá Boleslav,"4,122",Městský fotbalový stadion Srbská,Jiří Houdek,Match Report,
20,Sat,2018-03-10,15:00 ,Karviná,1–1,Sparta Prague,"4,833",Městský stadion,Pavel Franek,Match Report,
20,Sat,2018-03-10,15:00 ,Slovácko,1–0,Bohemians 1905,"4,019",Městský fotbalový stadion Miroslava Vale...,Miroslav Zelinka,Match Report,
20,Sun,2018-03-11,15:00 ,Jablonec,2–0,Baník Ostrava,"3,420",Stadion Střelnice,Paval Julínek,Match Report,
20,Sun,2018-03-11,15:00 ,Slavia Prague,3–1,Sigma Olomouc,"14,117",Sinobo Stadium,Pavel Orel,Match Report,
20,Sun,2018-03-11,17:15 ,Viktoria Plzeň,2–2,Slovan Liberec,"9,245",Doosan Arena,Emanuel Marek,Match Report,
,,,,,,,,,,,
21,Fri,2018-03-16,20:15 ,Slovan Liberec,2–0,Zbrojovka Brno,"3,730",Stadion u Nisy,Milan Matejcek,Match Report,
21,Sat,2018-03-17,15:00 ,Vysočina Jihlava,0–4,Jablonec,"2,649",Stadion v Jiráskově ulici,Zbyněk Proske,Match Report,
21,Sat,2018-03-17,15:00 ,Mladá Boleslav,1–1,Slovácko,"1,017",Adidas Aréna,Pavel Orel,Match Report,
21,Sat,2018-03-17,15:00 ,Baník Ostrava,1–2,Dukla Prague,"3,916",Bazaly,Martin Nenadál,Match Report,
21,Sat,2018-03-17,17:30 ,Sparta Prague,3–3,Slavia Prague,"17,034",Generali Arena,Pavel Královec,Match Report,
21,Sat,2018-03-17,20:00 ,Sigma Olomouc,1–1,Karviná,"2,456",Andrův stadion,Paval Julínek,Match Report,
21,Sun,2018-03-18,17:00 ,Fastav Zlín,0–1,Viktoria Plzeň,"6,089",Stadion Letná,Pavel Franek,Match Report,
,,,,,,,,,,,
22,Fri,2018-03-30,18:00 ,Dukla Prague,2–3,Sigma Olomouc,"1,761",Stadion Juliska,Pavel Franek,Match Report,
22,Fri,2018-03-30,20:15 ,Baník Ostrava,3–1,Vysočina Jihlava,"4,446",Městský stadion - Vítkovice Aréna,Radek Příhoda,Match Report,
22,Sat,2018-03-31,15:00 ,Slovácko,0–1,Slovan Liberec,"4,226",Městský fotbalový stadion Miroslava Vale...,Ondřej Pechanec,Match Report,
22,Sat,2018-03-31,15:00 ,Zbrojovka Brno,0–0,Karviná,"3,093",Městský fotbalový stadion Srbská,Ondřej Berka,Match Report,
22,Sat,2018-03-31,15:00 ,Jablonec,2–1,Bohemians 1905,"3,512",Stadion Střelnice,J. Machálek,Match Report,
22,Sat,2018-03-31,20:15 ,Viktoria Plzeň,1–2,Mladá Boleslav,"8,722",Doosan Arena,Miroslav Zelinka,Match Report,
22,Sun,2018-04-01,18:00 ,Slavia Prague,1–2,Fastav Zlín,"13,477",Sinobo Stadium,Karel Hrubes,Match Report,
,,,,,,,,,,,
19,Wed,2018-04-04,18:00 ,Baník Ostrava,0–0,Viktoria Plzeň,"8,005",Městský stadion - Vítkovice Aréna,Martin Nenadál,Match Report,
,,,,,,,,,,,
23,Sat,2018-04-07,13:00 ,Zbrojovka Brno,0–1,Slavia Prague,"5,546",Městský fotbalový stadion Srbská,Zbyněk Proske,Match Report,
23,Sat,2018-04-07,15:00 ,Sparta Prague,3–0,Dukla Prague,"11,123",Generali Arena,Paval Julínek,Match Report,
23,Sat,2018-04-07,17:00 ,Fastav Zlín,0–2,Baník Ostrava,"5,898",Stadion Letná,Petr Ardeleánu,Match Report,
23,Sat,2018-04-07,17:00 ,Mladá Boleslav,1–1,Jablonec,"3,773",Adidas Aréna,Ondřej Berka,Match Report,
23,Sat,2018-04-07,17:00 ,Sigma Olomouc,1–1,Vysočina Jihlava,"3,471",Andrův stadion,Jiří Houdek,Match Report,
23,Sun,2018-04-08,16:00 ,Karviná,0–0,Slovácko,"3,899",Městský stadion,Radek Příhoda,Match Report,
23,Sun,2018-04-08,18:00 ,Bohemians 1905,5–2,Viktoria Plzeň,"5,000",Stadion Ďolíček,Karel Hrubes,Match Report,
,,,,,,,,,,,
24,Fri,2018-04-13,18:00 ,Slavia Prague,3–2,Karviná,"9,623",Sinobo Stadium,Miroslav Zelinka,Match Report,
24,Fri,2018-04-13,18:00 ,Vysočina Jihlava,1–1,Fastav Zlín,"2,659",Stadion v Jiráskově ulici,Paval Julínek,Match Report,
24,Sat,2018-04-14,16:00 ,Jablonec,0–0,Sigma Olomouc,"3,115",Stadion Střelnice,Pavel Orel,Match Report,
24,Sat,2018-04-14,16:30 ,Baník Ostrava,2–0,Bohemians 1905,"8,664",Městský stadion - Vítkovice Aréna,Pavel Královec,Match Report,
24,Sat,2018-04-14,17:00 ,Slovácko,1–0,Zbrojovka Brno,"5,048",Městský fotbalový stadion Miroslava Vale...,Petr Ardeleánu,Match Report,
24,Sat,2018-04-14,18:00 ,Dukla Prague,2–0,Slovan Liberec,"2,796",Stadion Juliska,Karel Hrubes,Match Report,
24,Sun,2018-04-15,18:00 ,Viktoria Plzeň,2–2,Sparta Prague,"11,623",Doosan Arena,Zbyněk Proske,Match Report,
,,,,,,,,,,,
25,Fri,2018-04-20,20:15 ,Sparta Prague,2–0,Jablonec,"12,289",Generali Arena,Karel Hrubes,Match Report,
25,Sat,2018-04-21,15:00 ,Sigma Olomouc,1–0,Baník Ostrava,"9,518",Andrův stadion,Miroslav Zelinka,Match Report,
25,Sat,2018-04-21,17:00 ,Bohemians 1905,1–1,Vysočina Jihlava,"4,837",Stadion Ďolíček,Zbyněk Proske,Match Report,
25,Sat,2018-04-21,17:00 ,Slovácko,2–0,Dukla Prague,"4,362",Městský fotbalový stadion Miroslava Vale...,Pavel Královec,Match Report,
25,Sat,2018-04-21,18:00 ,Mladá Boleslav,0–1,Fastav Zlín,"2,573",Adidas Aréna,Ondřej Lerch,Match Report,
25,Sat,2018-04-21,20:15 ,Zbrojovka Brno,1–3,Viktoria Plzeň,"5,137",Městský fotbalový stadion Srbská,Pavel Orel,Match Report,
25,Sun,2018-04-22,18:00 ,Slovan Liberec,0–0,Slavia Prague,"9,290",Stadion u Nisy,Radek Příhoda,Match Report,
,,,,,,,,,,,
26,Fri,2018-04-27,18:00 ,Vysočina Jihlava,0–0,Mladá Boleslav,"3,049",Stadion v Jiráskově ulici,Petr Ardeleánu,Match Report,
26,Fri,2018-04-27,18:00 ,Dukla Prague,2–1,Zbrojovka Brno,"2,527",Stadion Juliska,Radek Příhoda,Match Report,
26,Sat,2018-04-28,15:00 ,Baník Ostrava,3–2,Sparta Prague,"15,020",Městský stadion - Vítkovice Aréna,Emanuel Marek,Match Report,
26,Sat,2018-04-28,20:15 ,Viktoria Plzeň,2–0,Karviná,"9,378",Doosan Arena,Ondřej Berka,Match Report,
26,Sun,2018-04-29,15:00 ,Slavia Prague,0–0,Slovácko,"13,118",Sinobo Stadium,Paval Julínek,Match Report,
26,Sun,2018-04-29,17:00 ,Fastav Zlín,1–1,Bohemians 1905,"3,852",Stadion Letná,Ondřej Pechanec,Match Report,
26,Sun,2018-04-29,18:30 ,Jablonec,2–0,Slovan Liberec,"5,426",Stadion Střelnice,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
27,Fri,2018-05-04,19:15 ,Sparta Prague,2–1,Fastav Zlín,"9,437",Generali Arena,Martin Nenadál,Match Report,
27,Sat,2018-05-05,16:00 ,Karviná,1–3,Dukla Prague,"3,117",Městský stadion,Paval Julínek,Match Report,
27,Sat,2018-05-05,16:00 ,Slovan Liberec,1–3,Vysočina Jihlava,"3,902",Stadion u Nisy,Jiří Houdek,Match Report,
27,Sat,2018-05-05,16:00 ,Mladá Boleslav,0–0,Baník Ostrava,"4,390",Adidas Aréna,Radek Příhoda,Match Report,
27,Sat,2018-05-05,16:00 ,Zbrojovka Brno,0–3,Jablonec,"2,216",Městský fotbalový stadion Srbská,Pavel Královec,Match Report,
27,Sat,2018-05-05,16:15 ,Sigma Olomouc,1–1,Bohemians 1905,"5,206",Andrův stadion,Petr Ardeleánu,Match Report,
27,Sat,2018-05-05,18:30 ,Slavia Prague,2–0,Viktoria Plzeň,"15,674",Sinobo Stadium,Pavel Franek,Match Report,
,,,,,,,,,,,
28,Fri,2018-05-11,17:30 ,Vysočina Jihlava,0–1,Sparta Prague,"4,500",Stadion v Jiráskově ulici,Ondřej Berka,Match Report,
28,Sat,2018-05-12,16:15 ,Baník Ostrava,1–1,Slovan Liberec,"10,155",Městský stadion - Vítkovice Aréna,Pavel Franek,Match Report,
28,Sat,2018-05-12,18:00 ,Fastav Zlín,1–4,Sigma Olomouc,"4,112",Stadion Letná,Pavel Královec,Match Report,
28,Sat,2018-05-12,18:30 ,Viktoria Plzeň,1–1,Slovácko,"10,108",Doosan Arena,Radek Příhoda,Match Report,
28,Sun,2018-05-13,17:00 ,Teplice,1–4,Zbrojovka Brno,"3,011",Na Stínadlech,Ondřej Lerch,Match Report,
28,Sun,2018-05-13,17:00 ,Bohemians 1905,1–3,Mladá Boleslav,"4,787",Stadion Ďolíček,Pavel Orel,Match Report,
28,Sun,2018-05-13,18:00 ,Jablonec,2–1,Karviná,"2,603",Stadion Střelnice,Ondřej Pechanec,Match Report,
28,Mon,2018-05-14,18:00 ,Dukla Prague,0–2,Slavia Prague,"7,324",Stadion Juliska,Petr Ardeleánu,Match Report,
,,,,,,,,,,,
29,Sat,2018-05-19,16:00 ,Karviná,0–0,Baník Ostrava,"4,833",Městský stadion,Karel Hrubes,Match Report,
29,Sat,2018-05-19,16:00 ,Slavia Prague,1–3,Jablonec,"6,127",Sinobo Stadium,Pavel Královec,Match Report,
29,Sat,2018-05-19,16:00 ,Zbrojovka Brno,0–0,Vysočina Jihlava,"5,321",Městský fotbalový stadion Srbská,Pavel Franek,Match Report,
29,Sat,2018-05-19,16:00 ,Slovácko,1–1,Fastav Zlín,"6,127",Městský fotbalový stadion Miroslava Vale...,Emanuel Marek,Match Report,
29,Sat,2018-05-19,16:00 ,Slovan Liberec,1–0,Bohemians 1905,"3,813",Stadion u Nisy,Radek Dubravsky,Match Report,
29,Sat,2018-05-19,16:00 ,Mladá Boleslav,1–0,Dukla Prague,"1,990",Adidas Aréna,Ondřej Ginzel,Match Report,
29,Sat,2018-05-19,16:00 ,Sparta Prague,1–0,Sigma Olomouc,"14,297",Generali Arena,Radek Příhoda,Match Report,
,,,,,,,,,,,
30,Sat,2018-05-26,16:00 ,Sigma Olomouc,3–0,Mladá Boleslav,"5,105",Andrův stadion,Jiří Houdek,Match Report,
30,Sat,2018-05-26,16:00 ,Jablonec,2–0,Slovácko,"3,812",Stadion Střelnice,Petr Ardeleánu,Match Report,
30,Sat,2018-05-26,16:00 ,Bohemians 1905,0–0,Sparta Prague,"4,970",Stadion Ďolíček,Pavel Franek,Match Report,
30,Sat,2018-05-26,16:00 ,Baník Ostrava,2–0,Zbrojovka Brno,"13,277",Městský stadion - Vítkovice Aréna,Pavel Královec,Match Report,
30,Sat,2018-05-26,16:00 ,Vysočina Jihlava,0–2,Karviná,"3,453",Stadion v Jiráskově ulici,Radek Příhoda,Match Report,
30,Sat,2018-05-26,16:00 ,Fastav Zlín,3–1,Slovan Liberec,"3,654",Stadion Letná,Jan Mikyska,Match Report,
30,Sat,2018-05-26,16:00 ,Dukla Prague,1–5,Viktoria Plzeň,"2,841",Stadion Juliska,Radek Dubravsky,Match Report,
1,Fri,2018-07-20,18:30 ,Dukla Prague,1–3,Viktoria Plzeň,"5,039",Stadion Juliska,Pavel Franek,Match Report,
1,Sat,2018-07-21,17:00 ,Příbram,1–1,Teplice,"3,758",Energon Aréna,Radek Příhoda,Match Report,
1,Sat,2018-07-21,17:00 ,Fastav Zlín,3–2,Mladá Boleslav,"3,852",Stadion Letná,Zbyněk Proske,Match Report,
1,Sat,2018-07-21,17:00 ,Slovan Liberec,1–0,Karviná,"4,548",Stadion u Nisy,Paval Julínek,Match Report,
1,Sat,2018-07-21,19:00 ,Sparta Prague,2–0,Opava,"12,186",Generali Arena,Pavel Královec,Match Report,
1,Sun,2018-07-22,15:00 ,Bohemians 1905,2–1,Slovácko,"4,812",Stadion Ďolíček,Petr Ardeleánu,Match Report,
1,Sun,2018-07-22,18:00 ,Sigma Olomouc,0–3,Slavia Prague,"9,548",Andrův stadion,Miroslav Zelinka,Match Report,
1,Mon,2018-07-23,18:00 ,Baník Ostrava,1–0,Jablonec,"8,869",Městský stadion - Vítkovice Aréna,Karel Hrubes,Match Report,
,,,,,,,,,,,
2,Fri,2018-07-27,18:30 ,Mladá Boleslav,0–4,Sigma Olomouc,"3,127",Adidas Aréna,Pavel Orel,Match Report,
2,Sat,2018-07-28,17:00 ,Opava,1–2,Fastav Zlín,"1,118",Městský fotbalový stadion Srbská,Paval Julínek,Match Report,
2,Sat,2018-07-28,17:00 ,Slovácko,2–1,Baník Ostrava,"6,389",Městský fotbalový stadion Miroslava Vale...,Ondřej Berka,Match Report,
2,Sat,2018-07-28,17:00 ,Příbram,4–2,Bohemians 1905,"4,448",Energon Aréna,Pavel Královec,Match Report,
2,Sat,2018-07-28,19:00 ,Slavia Prague,4–0,Karviná,"12,103",Sinobo Stadium,Petr Ardeleánu,Match Report,
2,Sun,2018-07-29,15:00 ,Teplice,5–2,Dukla Prague,"3,116",Na Stínadlech,Martin Nenadál,Match Report,
2,Sun,2018-07-29,18:00 ,Jablonec,1–2,Sparta Prague,"5,950",Stadion Střelnice,Radek Příhoda,Match Report,
2,Mon,2018-07-30,18:00 ,Viktoria Plzeň,1–0,Slovan Liberec,"10,753",Doosan Arena,Karel Hrubes,Match Report,
,,,,,,,,,,,
3,Fri,2018-08-03,18:30 ,Slavia Prague,3–1,Opava,"13,127",Sinobo Stadium,Jiří Houdek,Match Report,
3,Sat,2018-08-04,17:00 ,Baník Ostrava,3–0,Příbram,"7,043",Městský stadion - Vítkovice Aréna,Petr Ardeleánu,Match Report,
3,Sat,2018-08-04,17:00 ,Fastav Zlín,1–1,Jablonec,"3,480",Stadion Letná,Pavel Orel,Match Report,
3,Sat,2018-08-04,17:00 ,Slovan Liberec,2–2,Teplice,"4,964",Stadion u Nisy,Ondřej Pechanec,Match Report,
3,Sat,2018-08-04,19:00 ,Sigma Olomouc,0–1,Viktoria Plzeň,"7,049",Andrův stadion,Ondřej Berka,Match Report,
3,Sun,2018-08-05,15:00 ,Karviná,3–4,Mladá Boleslav,"3,357",Městský stadion,Emanuel Marek,Match Report,
3,Sun,2018-08-05,18:00 ,Sparta Prague,1–0,Slovácko,"9,034",Generali Arena,Zbyněk Proske,Match Report,
3,Mon,2018-08-06,18:00 ,Dukla Prague,0–1,Bohemians 1905,"5,262",Stadion Juliska,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
4,Fri,2018-08-10,18:30 ,Mladá Boleslav,0–1,Slavia Prague,"4,932",Adidas Aréna,Paval Julínek,Match Report,
4,Sat,2018-08-11,17:00 ,Opava,1–1,Slovan Liberec,"1,236",Městský fotbalový stadion Srbská,Ondřej Lerch,Match Report,
4,Sat,2018-08-11,17:00 ,Příbram,4–0,Dukla Prague,"4,156",Energon Aréna,Jiří Houdek,Match Report,
4,Sat,2018-08-11,17:00 ,Jablonec,4–1,Karviná,"2,826",Stadion Střelnice,Martin Nenadál,Match Report,
4,Sat,2018-08-11,19:00 ,Viktoria Plzeň,1–0,Fastav Zlín,"10,102",Doosan Arena,Miroslav Zelinka,Match Report,
4,Sun,2018-08-12,15:00 ,Slovácko,3–1,Sigma Olomouc,"4,769",Městský fotbalový stadion Miroslava Vale...,Pavel Královec,Match Report,
4,Sun,2018-08-12,18:00 ,Teplice,0–4,Sparta Prague,"15,131",Na Stínadlech,Karel Hrubes,Match Report,
4,Mon,2018-08-13,18:00 ,Bohemians 1905,0–1,Baník Ostrava,"4,955",Stadion Ďolíček,Pavel Franek,Match Report,
,,,,,,,,,,,
5,Fri,2018-08-17,18:30 ,Dukla Prague,1–2,Slovácko,"8,150",Stadion Juliska,Jan Jilek,Match Report,
5,Sat,2018-08-18,17:00 ,Slovan Liberec,1–1,Bohemians 1905,"4,991",Stadion u Nisy,Zbyněk Proske,Match Report,
5,Sat,2018-08-18,17:00 ,Fastav Zlín,1–0,Teplice,"3,402",Stadion Letná,Pavel Královec,Match Report,
5,Sat,2018-08-18,17:00 ,Mladá Boleslav,6–1,Opava,"3,100",Adidas Aréna,Petr Ardeleánu,Match Report,
5,Sat,2018-08-18,19:00 ,Slavia Prague,0–2,Jablonec,"13,263",Sinobo Stadium,Ondřej Berka,Match Report,
5,Sun,2018-08-19,15:00 ,Karviná,0–1,Viktoria Plzeň,"3,942",Městský stadion,Pavel Orel,Match Report,
5,Sun,2018-08-19,18:00 ,Sparta Prague,2–2,Příbram,"11,987",Generali Arena,Pavel Franek,Match Report,
5,Mon,2018-08-20,18:00 ,Sigma Olomouc,1–4,Baník Ostrava,"10,667",Andrův stadion,Ondřej Pechanec,Match Report,
,,,,,,,,,,,
6,Fri,2018-08-24,18:30 ,Bohemians 1905,1–1,Sparta Prague,"4,931",Stadion Ďolíček,Ondřej Berka,Match Report,
6,Sat,2018-08-25,17:00 ,Příbram,1–3,Slovan Liberec,"4,676",Energon Aréna,Martin Nenadál,Match Report,
6,Sat,2018-08-25,17:00 ,Baník Ostrava,2–0,Dukla Prague,"10,405",Městský stadion - Vítkovice Aréna,J. Machálek,Match Report,
6,Sat,2018-08-25,17:00 ,Opava,1–3,Karviná,"1,209",Městský fotbalový stadion Srbská,Miroslav Zelinka,Match Report,
6,Sat,2018-08-25,19:00 ,Teplice,0–3,Slavia Prague,"7,487",Na Stínadlech,Zbyněk Proske,Match Report,
6,Sun,2018-08-26,15:00 ,Viktoria Plzeň,6–1,Mladá Boleslav,"10,532",Doosan Arena,Radek Příhoda,Match Report,
6,Sun,2018-08-26,18:00 ,Jablonec,3–0,Sigma Olomouc,"3,306",Stadion Střelnice,Jan Jilek,Match Report,
6,Mon,2018-08-27,18:00 ,Slovácko,0–4,Fastav Zlín,"6,586",Městský fotbalový stadion Miroslava Vale...,Ondřej Pechanec,Match Report,
,,,,,,,,,,,
7,Fri,2018-08-31,18:30 ,Sparta Prague,2–0,Dukla Prague,"9,824",Generali Arena,Ondřej Pechanec,Match Report,
7,Sat,2018-09-01,15:00 ,Slovan Liberec,0–0,Baník Ostrava,"4,695",Stadion u Nisy,Emanuel Marek,Match Report,
7,Sat,2018-09-01,17:00 ,Fastav Zlín,3–0,Příbram,"3,554",Stadion Letná,Karel Hrubes,Match Report,
7,Sat,2018-09-01,17:00 ,Mladá Boleslav,1–1,Teplice,"2,169",Adidas Aréna,Jiří Houdek,Match Report,
7,Sat,2018-09-01,17:00 ,Opava,2–0,Jablonec,953,Městský fotbalový stadion Srbská,Milan Matejcek,Match Report,
7,Sat,2018-09-01,19:00 ,Slavia Prague,4–0,Viktoria Plzeň,"17,338",Sinobo Stadium,Petr Ardeleánu,Match Report,
7,Sun,2018-09-02,15:00 ,Karviná,2–1,Slovácko,"3,265",Městský stadion,Pavel Franek,Match Report,
7,Sun,2018-09-02,18:00 ,Sigma Olomouc,2–3,Bohemians 1905,"3,729",Andrův stadion,Paval Julínek,Match Report,
,,,,,,,,,,,
8,Fri,2018-09-14,18:00 ,Bohemians 1905,0–1,Fastav Zlín,"4,732",Stadion Ďolíček,Zbyněk Proske,Match Report,
8,Sat,2018-09-15,17:00 ,Příbram,1–0,Sigma Olomouc,"4,825",Energon Aréna,Milan Matejcek,Match Report,
8,Sat,2018-09-15,19:00 ,Viktoria Plzeň,1–0,Opava,"9,636",Doosan Arena,Ondřej Berka,Match Report,
8,Sun,2018-09-16,15:00 ,Jablonec,0–3,Mladá Boleslav,"3,011",Stadion Střelnice,Paval Julínek,Match Report,
8,Sun,2018-09-16,15:00 ,Teplice,2–1,Karviná,"2,628",Na Stínadlech,Ondřej Ginzel,Match Report,
8,Sun,2018-09-16,15:00 ,Dukla Prague,2–0,Slovan Liberec,"2,376",Stadion Juliska,Pavel Franek,Match Report,
8,Sun,2018-09-16,18:00 ,Slovácko,1–3,Slavia Prague,"5,627",Městský fotbalový stadion Miroslava Vale...,Miroslav Zelinka,Match Report,
8,Mon,2018-09-17,18:00 ,Baník Ostrava,0–1,Sparta Prague,"14,212",Městský stadion - Vítkovice Aréna,Pavel Královec,Match Report,
,,,,,,,,,,,
9,Fri,2018-09-21,18:00 ,Fastav Zlín,1–2,Baník Ostrava,"5,898",Stadion Letná,Paval Julínek,Match Report,
9,Sat,2018-09-22,15:00 ,Sigma Olomouc,1–0,Dukla Prague,"2,924",Andrův stadion,Pavel Orel,Match Report,
9,Sat,2018-09-22,17:00 ,Mladá Boleslav,5–1,Slovácko,"2,110",Adidas Aréna,Ondřej Lerch,Match Report,
9,Sat,2018-09-22,17:00 ,Karviná,4–1,Příbram,"2,814",Městský stadion,Emanuel Marek,Match Report,
9,Sat,2018-09-22,17:00 ,Opava,2–0,Teplice,986,Stadion v Městských sadech,Jan Jilek,Match Report,
9,Sat,2018-09-22,19:00 ,Sparta Prague,4–1,Slovan Liberec,"11,867",Generali Arena,Petr Ardeleánu,Match Report,
9,Sun,2018-09-23,18:00 ,Slavia Prague,1–0,Bohemians 1905,"15,272",Sinobo Stadium,Ondřej Pechanec,Match Report,
9,Mon,2018-09-24,18:00 ,Jablonec,3–0,Viktoria Plzeň,"2,872",Stadion Střelnice,Pavel Franek,Match Report,
,,,,,,,,,,,
10,Fri,2018-09-28,17:00 ,Bohemians 1905,0–0,Karviná,"4,202",Stadion Ďolíček,Pavel Královec,Match Report,
10,Fri,2018-09-28,19:00 ,Viktoria Plzeň,1–0,Sparta Prague,"11,489",Doosan Arena,Paval Julínek,Match Report,
10,Sat,2018-09-29,15:00 ,Dukla Prague,1–1,Fastav Zlín,"1,831",Stadion Juliska,Ondřej Lerch,Match Report,
10,Sat,2018-09-29,17:00 ,Slovácko,0–2,Opava,"3,986",Městský fotbalový stadion Miroslava Vale...,Martin Nenadál,Match Report,
10,Sat,2018-09-29,17:00 ,Příbram,3–0,Mladá Boleslav,"3,126",Energon Aréna,Jan Jilek,Match Report,
10,Sat,2018-09-29,19:00 ,Slovan Liberec,3–0,Sigma Olomouc,"3,890",Stadion u Nisy,Zbyněk Proske,Match Report,
10,Sun,2018-09-30,15:00 ,Baník Ostrava,2–1,Slavia Prague,"14,294",Městský stadion - Vítkovice Aréna,Ondřej Berka,Match Report,
10,Sun,2018-09-30,18:00 ,Teplice,1–2,Jablonec,"2,531",Na Stínadlech,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
11,Fri,2018-10-05,18:00 ,Fastav Zlín,0–1,Slovan Liberec,"3,182",Stadion Letná,Jiří Houdek,Match Report,
11,Sat,2018-10-06,17:00 ,Mladá Boleslav,2–2,Baník Ostrava,"2,236",Adidas Aréna,Miroslav Zelinka,Match Report,
11,Sat,2018-10-06,19:00 ,Sigma Olomouc,1–0,Sparta Prague,"7,259",Andrův stadion,Pavel Franek,Match Report,
11,Sun,2018-10-07,15:00 ,Jablonec,2–0,Slovácko,"2,225",Stadion Střelnice,Ondřej Lerch,Match Report,
11,Sun,2018-10-07,15:00 ,Viktoria Plzeň,1–0,Teplice,"9,581",Doosan Arena,Karel Hrubes,Match Report,
11,Sun,2018-10-07,15:00 ,Opava,0–1,Bohemians 1905,"1,382",Stadion v Městských sadech,Pavel Orel,Match Report,
11,Sun,2018-10-07,15:00 ,Karviná,0–2,Dukla Prague,"3,612",Městský stadion,Petr Ardeleánu,Match Report,
11,Sun,2018-10-07,18:00 ,Slavia Prague,4–1,Příbram,"10,747",Sinobo Stadium,Pavel Královec,Match Report,
,,,,,,,,,,,
12,Fri,2018-10-19,18:00 ,Bohemians 1905,2–2,Viktoria Plzeň,"5,000",Stadion Ďolíček,Ondřej Pechanec,Match Report,
12,Sat,2018-10-20,15:00 ,Sigma Olomouc,1–1,Fastav Zlín,"3,429",Andrův stadion,Pavel Rejžek,Match Report,
12,Sat,2018-10-20,17:00 ,Baník Ostrava,1–1,Karviná,"11,002",Městský stadion - Vítkovice Aréna,Pavel Franek,Match Report,
12,Sat,2018-10-20,17:00 ,Slovácko,0–2,Teplice,"3,192",Městský fotbalový stadion Miroslava Vale...,J. Machálek,Match Report,
12,Sat,2018-10-20,17:00 ,Příbram,0–6,Jablonec,"2,618",Energon Aréna,Petr Ardeleánu,Match Report,
12,Sun,2018-10-21,15:00 ,Dukla Prague,1–0,Opava,"3,144",Stadion Juliska,Pavel Královec,Match Report,
12,Sun,2018-10-21,17:00 ,Slovan Liberec,0–1,Slavia Prague,"8,875",Stadion u Nisy,Radek Příhoda,Match Report,
12,Mon,2018-10-22,18:00 ,Sparta Prague,4–1,Mladá Boleslav,"9,147",Generali Arena,Pavel Orel,Match Report,
,,,,,,,,,,,
13,Fri,2018-10-26,18:00 ,Teplice,0–1,Baník Ostrava,"3,118",Na Stínadlech,Ondřej Pechanec,Match Report,
13,Sat,2018-10-27,15:00 ,Opava,5–0,Příbram,"4,066",Stadion v Městských sadech,Paval Julínek,Match Report,
13,Sat,2018-10-27,15:00 ,Mladá Boleslav,3–0,Bohemians 1905,"2,539",Adidas Aréna,Pavel Franek,Match Report,
